alcohol,malic_acid,ash,alcalinity,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280_od315,proline,wine
15.8297900633301,1.46184712135021,2.73207630675044,16.0782171877984,101.079032907647,2.84776388310206,3.71929687042805,0.314119845274097,1.59943362498664,8.73223264566773,1.21247601965618,2.70078465522129,2036.6508729737,1
13.7170337809974,2.9507531750671,2.79678114915514,15.0906947007716,97.979681328941,2.92868539256736,3.36634744985875,0.17214725194737,1.31124130063322,4.44155165304323,0.929775883909518,3.22339313012333,814.378602511888,1
14.3887577822772,2.12788988762287,2.20206822080957,16.772707839618,137.60750595366,2.67444873057821,3.29223561481022,0.242747047836316,2.41233010844712,5.52630595315664,1.00262823099699,3.35278130402142,703.498826913091,1
12.8775586653308,3.29638186788189,2.83562421012193,18.7181511908597,112.041458724436,2.10819114218455,2.79613310699967,0.277256249185445,1.830985311691,5.03601457694267,1.20988650815879,3.86438124189034,816.454890139401,1
14.1023244034767,1.97921599450571,2.27065965410102,18.0871755545322,101.173254479525,2.88599890544403,3.29966636630304,0.298654224516497,1.96684613888656,3.57768465504132,0.986371603226584,3.51386367120209,1183.67653297074,1
13.7504840296867,1.35695255931046,2.79537629625395,17.5812954770427,87.3242163357053,2.74856160573198,2.47846284401755,0.290233245723775,1.4164323090507,4.28132102983239,1.18722440996798,3.42381737533588,970.963299680392,1
14.7425319283512,1.54309100413333,3.15611915239084,16.4613517924552,106.96059662521,2.82551451853163,2.5812670460328,0.296091090496983,1.51591472791755,4.22745825826461,1.08111179993721,4.09581499426455,753.408941896606,1
12.9980244516434,2.12005189906887,2.8599368044328,28.4997204977465,128.964522990638,2.43008556156398,2.53457783400306,0.526025748711472,1.68535965422248,3.53080062996507,1.26019542078851,3.02518417548935,809.915475378402,1
15.7756212858939,1.49609145428307,2.84735113107177,17.2310050823857,63.8483786000254,2.92096215339132,2.52905231937112,0.329647482288319,1.33765381158853,4.99498632473443,0.959010409074454,3.18814695628636,1208.64637949397,1
14.8433002697293,1.71907213521008,2.07920255007694,17.1577817506928,97.8270683624945,2.57384628989533,2.17932555293176,0.284934732428241,1.51633928319314,4.02699565067798,1.00936830932331,3.21335358081103,1237.24021664432,1
12.7133397928672,1.73882189798385,2.83102649493099,21.192874114837,117.290196267214,2.62546150840138,2.81682718056468,0.328560435756476,1.79904367761413,4.6674252448478,1.07508429591591,3.46483385310962,973.631504126327,1
